0 	288.15
0.00217143 	289.083
0.00434286 	289.975
0.00651429 	290.746
0.00868571 	291.317
0.0108571 	291.704
0.0130286 	291.979
0.0152 	292.19
0.0173714 	292.359
0.0195429 	292.496
0.0217143 	292.61
0.0238857 	292.705
0.0260571 	292.786
0.0282286 	292.855
0.0304 	292.913
0.0325714 	292.963
0.0347429 	293.01
0.0369143 	293.06
0.0390857 	293.114
0.0412571 	293.177
0.0434286 	293.252
0.0456 	293.346
0.0477714 	293.466
0.0499429 	293.622
0.0521143 	293.824
0.0542857 	294.089
0.0564571 	294.445
0.0586286 	294.926
0.0608 	295.556
0.0629714 	296.36
0.0651429 	297.365
0.0673143 	298.622
0.0694857 	300.271
0.0716571 	302.455
0.0738286 	305.034
0.076 	307.75
