0 	288.15
0.00217143 	289.492
0.00434286 	290.677
0.00651429 	291.491
0.00868571 	291.947
0.0108571 	292.223
0.0130286 	292.422
0.0152 	292.585
0.0173714 	292.73
0.0195429 	292.867
0.0217143 	293.001
0.0238857 	293.136
0.0260571 	293.275
0.0282286 	293.426
0.0304 	293.589
0.0325714 	293.763
0.0347429 	293.946
0.0369143 	294.137
0.0390857 	294.336
0.0412571 	294.542
0.0434286 	294.759
0.0456 	294.985
0.0477714 	295.221
0.0499429 	295.464
0.0521143 	295.713
0.0542857 	295.965
0.0564571 	296.224
0.0586286 	296.502
0.0608 	296.815
0.0629714 	297.187
0.0651429 	297.655
0.0673143 	298.31
0.0694857 	299.387
0.0716571 	301.347
0.0738286 	304.31
0.076 	307.75
