0 	288.15
0.00217143 	289.05
0.00434286 	289.934
0.00651429 	290.712
0.00868571 	291.287
0.0108571 	291.676
0.0130286 	291.956
0.0152 	292.181
0.0173714 	292.378
0.0195429 	292.558
0.0217143 	292.725
0.0238857 	292.881
0.0260571 	293.024
0.0282286 	293.16
0.0304 	293.29
0.0325714 	293.417
0.0347429 	293.543
0.0369143 	293.666
0.0390857 	293.785
0.0412571 	293.902
0.0434286 	294.017
0.0456 	294.13
0.0477714 	294.238
0.0499429 	294.345
0.0521143 	294.456
0.0542857 	294.581
0.0564571 	294.735
0.0586286 	294.942
0.0608 	295.24
0.0629714 	295.683
0.0651429 	296.347
0.0673143 	297.347
0.0694857 	298.924
0.0716571 	301.346
0.0738286 	304.425
0.076 	307.75
