0 	288.15
0.00217143 	289.687
0.00434286 	291.043
0.00651429 	291.975
0.00868571 	292.501
0.0108571 	292.825
0.0130286 	293.059
0.0152 	293.249
0.0173714 	293.416
0.0195429 	293.569
0.0217143 	293.715
0.0238857 	293.857
0.0260571 	294.001
0.0282286 	294.151
0.0304 	294.31
0.0325714 	294.477
0.0347429 	294.65
0.0369143 	294.83
0.0390857 	295.017
0.0412571 	295.211
0.0434286 	295.414
0.0456 	295.627
0.0477714 	295.853
0.0499429 	296.094
0.0521143 	296.354
0.0542857 	296.634
0.0564571 	296.939
0.0586286 	297.269
0.0608 	297.626
0.0629714 	298.029
0.0651429 	298.526
0.0673143 	299.218
0.0694857 	300.338
0.0716571 	302.24
0.0738286 	304.857
0.076 	307.75
