0 	0 	0 	0
0.00217143 	0.000139729 	-0.0778433 	-0.00151974
0.00434286 	0.000403209 	-0.113524 	-0.00273358
0.00651429 	0.000651446 	-0.119538 	-0.003331
0.00868571 	0.000849967 	-0.112353 	-0.00344834
0.0108571 	0.00102909 	-0.102675 	-0.00336984
0.0130286 	0.00120236 	-0.0932422 	-0.00322832
0.0152 	0.00137056 	-0.0842844 	-0.00306837
0.0173714 	0.00153195 	-0.0757008 	-0.00290709
0.0195429 	0.00168522 	-0.0673817 	-0.00275272
0.0217143 	0.00182915 	-0.0592407 	-0.00260978
0.0238857 	0.00196267 	-0.0512113 	-0.00248089
0.0260571 	0.0020846 	-0.0432401 	-0.00236755
0.0282286 	0.00219374 	-0.0352419 	-0.00227016
0.0304 	0.00228875 	-0.0270778 	-0.0021884
0.0325714 	0.0023675 	-0.0186366 	-0.00212193
0.0347429 	0.0024271 	-0.00988533 	-0.00207016
0.0369143 	0.00246429 	-0.00084655 	-0.00203074
0.0390857 	0.00247316 	0.00840407 	-0.00199854
0.0412571 	0.00244394 	0.0179956 	-0.00196405
0.0434286 	0.00236792 	0.0280904 	-0.00191146
0.0456 	0.00224045 	0.0386651 	-0.0018169
0.0477714 	0.00205862 	0.0497649 	-0.00164492
0.0499429 	0.00181959 	0.061547 	-0.00134511
0.0521143 	0.00152155 	0.0743066 	-0.000848575
0.0542857 	0.00116574 	0.0885063 	-6.53633e-05
0.0564571 	0.000758585 	0.104808 	0.00111123
0.0586286 	0.000315583 	0.124084 	0.00278204
0.0608 	-0.000132054 	0.147335 	0.00498572
0.0629714 	-0.000532434 	0.175406 	0.00759866
0.0651429 	-0.000806661 	0.208215 	0.0102186
0.0673143 	-0.000897939 	0.243296 	0.0120996
0.0694857 	-0.000678324 	0.271679 	0.0126142
0.0716571 	-0.000155213 	0.268164 	0.010819
0.0738286 	0.000145162 	0.191707 	0.00630526
0.076 	0 	0 	0
