0 	0 	0 	0
0.00217143 	0.000110927 	-0.0586989 	-0.00103162
0.00434286 	0.000270692 	-0.0871044 	-0.00167458
0.00651429 	0.000424581 	-0.0927674 	-0.00194282
0.00868571 	0.000568957 	-0.0865733 	-0.0019207
0.0108571 	0.000724523 	-0.0773929 	-0.00175267
0.0130286 	0.000901652 	-0.0682748 	-0.00153321
0.0152 	0.00110043 	-0.0595727 	-0.00129965
0.0173714 	0.00131706 	-0.0511831 	-0.00106725
0.0195429 	0.00154998 	-0.0429263 	-0.000841905
0.0217143 	0.00180098 	-0.0345631 	-0.000622669
0.0238857 	0.00207134 	-0.0259423 	-0.000407536
0.0260571 	0.00235784 	-0.0171201 	-0.000198355
0.0282286 	0.00265046 	-0.00829165 	-4.9306e-07
0.0304 	0.00292891 	0.000293762 	0.000178556
0.0325714 	0.00318413 	0.00846165 	0.00033528
0.0347429 	0.00343132 	0.0163299 	0.000471894
0.0369143 	0.00366773 	0.0239556 	0.000588914
0.0390857 	0.00387415 	0.0311891 	0.000684738
0.0412571 	0.0040408 	0.0379631 	0.000758588
0.0434286 	0.00415778 	0.0442582 	0.000809778
0.0456 	0.00421856 	0.0500903 	0.000838974
0.0477714 	0.00421831 	0.055511 	0.000846138
0.0499429 	0.00415408 	0.060612 	0.000830936
0.0521143 	0.00402827 	0.0655373 	0.000794696
0.0542857 	0.00384063 	0.0705268 	0.000740148
0.0564571 	0.00358668 	0.0760393 	0.000671348
0.0586286 	0.00325477 	0.0830076 	0.000597359
0.0608 	0.00283284 	0.093209 	0.000549652
0.0629714 	0.00234291 	0.109321 	0.000584193
0.0651429 	0.00185164 	0.13358 	0.000726005
0.0673143 	0.00139913 	0.164831 	0.000894747
0.0694857 	0.000950026 	0.195153 	0.000910014
0.0716571 	0.000507286 	0.204839 	0.000651463
0.0738286 	0.000163153 	0.157217 	0.000234541
0.076 	0 	0 	0
