0 	288.15
0.00217143 	289.351
0.00434286 	290.409
0.00651429 	291.129
0.00868571 	291.52
0.0108571 	291.748
0.0130286 	291.911
0.0152 	292.046
0.0173714 	292.171
0.0195429 	292.295
0.0217143 	292.426
0.0238857 	292.568
0.0260571 	292.719
0.0282286 	292.874
0.0304 	293.033
0.0325714 	293.197
0.0347429 	293.364
0.0369143 	293.54
0.0390857 	293.725
0.0412571 	293.925
0.0434286 	294.143
0.0456 	294.384
0.0477714 	294.651
0.0499429 	294.947
0.0521143 	295.273
0.0542857 	295.63
0.0564571 	296.011
0.0586286 	296.409
0.0608 	296.823
0.0629714 	297.271
0.0651429 	297.801
0.0673143 	298.499
0.0694857 	299.59
0.0716571 	301.519
0.0738286 	304.404
0.076 	307.75
