0 	288.15
0.00217143 	289.508
0.00434286 	290.715
0.00651429 	291.556
0.00868571 	292.03
0.0108571 	292.316
0.0130286 	292.519
0.0152 	292.684
0.0173714 	292.83
0.0195429 	292.966
0.0217143 	293.098
0.0238857 	293.23
0.0260571 	293.366
0.0282286 	293.511
0.0304 	293.67
0.0325714 	293.84
0.0347429 	294.019
0.0369143 	294.207
0.0390857 	294.403
0.0412571 	294.606
0.0434286 	294.818
0.0456 	295.039
0.0477714 	295.269
0.0499429 	295.506
0.0521143 	295.747
0.0542857 	295.993
0.0564571 	296.247
0.0586286 	296.523
0.0608 	296.837
0.0629714 	297.21
0.0651429 	297.683
0.0673143 	298.345
0.0694857 	299.43
0.0716571 	301.392
0.0738286 	304.34
0.076 	307.75
