0 	0 	0 	0
0.00217143 	0.00011709 	-0.128792 	0.00189888
0.00434286 	0.000828718 	-0.179645 	0.00503709
0.00651429 	0.00184243 	-0.186886 	0.00762243
0.00868571 	0.00297873 	-0.174148 	0.00883568
0.0108571 	0.00414629 	-0.154407 	0.00886313
0.0130286 	0.00519012 	-0.134049 	0.00803503
0.0152 	0.00601041 	-0.115125 	0.00683427
0.0173714 	0.00648042 	-0.098347 	0.00551119
0.0195429 	0.00660441 	-0.0838409 	0.00409963
0.0217143 	0.0065143 	-0.0714789 	0.00264743
0.0238857 	0.00601032 	-0.0612403 	0.00120629
0.0260571 	0.00515457 	-0.0533579 	-0.000252395
0.0282286 	0.00457396 	-0.0480927 	-0.00165719
0.0304 	0.0040479 	-0.0450583 	-0.00281894
0.0325714 	0.0032051 	-0.0430804 	-0.00363829
0.0347429 	0.00227907 	-0.041031 	-0.00416801
0.0369143 	0.00144502 	-0.0382794 	-0.00451481
0.0390857 	0.000760786 	-0.03458 	-0.00474962
0.0412571 	0.000219212 	-0.0298851 	-0.00491401
0.0434286 	-0.000195449 	-0.0242152 	-0.00504328
0.0456 	-0.000483483 	-0.017511 	-0.00515269
0.0477714 	-0.000648377 	-0.00963624 	-0.00524085
0.0499429 	-0.000706254 	-0.000617221 	-0.00531413
0.0521143 	-0.00068403 	0.00941063 	-0.00537025
0.0542857 	-0.000614812 	0.0202899 	-0.00539612
0.0564571 	-0.000526633 	0.0318639 	-0.00539203
0.0586286 	-0.000438316 	0.0440926 	-0.0053603
0.0608 	-0.000363171 	0.0570477 	-0.00529947
0.0629714 	-0.000302348 	0.0709553 	-0.00520216
0.0651429 	-0.000259814 	0.0863039 	-0.00504877
0.0673143 	-0.000235155 	0.103716 	-0.00479345
0.0694857 	-0.000183893 	0.121828 	-0.0043407
0.0716571 	4.3396e-05 	0.128628 	-0.00354666
0.0738286 	0.000257349 	0.097025 	-0.00225204
0.076 	0 	0 	0
