0 	288.15
0.00217143 	289.586
0.00434286 	290.856
0.00651429 	291.735
0.00868571 	292.236
0.0108571 	292.546
0.0130286 	292.771
0.0152 	292.956
0.0173714 	293.12
0.0195429 	293.272
0.0217143 	293.418
0.0238857 	293.56
0.0260571 	293.705
0.0282286 	293.856
0.0304 	294.019
0.0325714 	294.19
0.0347429 	294.369
0.0369143 	294.555
0.0390857 	294.747
0.0412571 	294.945
0.0434286 	295.149
0.0456 	295.359
0.0477714 	295.576
0.0499429 	295.802
0.0521143 	296.038
0.0542857 	296.288
0.0564571 	296.558
0.0586286 	296.857
0.0608 	297.201
0.0629714 	297.616
0.0651429 	298.147
0.0673143 	298.886
0.0694857 	300.059
0.0716571 	302.026
0.0738286 	304.74
0.076 	307.75
