0 	288.15
0.00217143 	290.637
0.00434286 	292.954
0.00651429 	294.904
0.00868571 	296.371
0.0108571 	297.347
0.0130286 	297.878
0.0152 	298.053
0.0173714 	298.019
0.0195429 	297.903
0.0217143 	297.771
0.0238857 	297.643
0.0260571 	297.523
0.0282286 	297.415
0.0304 	297.317
0.0325714 	297.231
0.0347429 	297.16
0.0369143 	297.104
0.0390857 	297.064
0.0412571 	297.042
0.0434286 	297.039
0.0456 	297.056
0.0477714 	297.096
0.0499429 	297.161
0.0521143 	297.256
0.0542857 	297.38
0.0564571 	297.537
0.0586286 	297.732
0.0608 	297.98
0.0629714 	298.306
0.0651429 	298.76
0.0673143 	299.443
0.0694857 	300.588
0.0716571 	302.474
0.0738286 	304.997
0.076 	307.75
