0 	288.15
0.00217143 	289.556
0.00434286 	290.812
0.00651429 	291.697
0.00868571 	292.207
0.0108571 	292.519
0.0130286 	292.744
0.0152 	292.927
0.0173714 	293.087
0.0195429 	293.235
0.0217143 	293.376
0.0238857 	293.516
0.0260571 	293.658
0.0282286 	293.809
0.0304 	293.97
0.0325714 	294.142
0.0347429 	294.324
0.0369143 	294.512
0.0390857 	294.709
0.0412571 	294.913
0.0434286 	295.125
0.0456 	295.346
0.0477714 	295.575
0.0499429 	295.812
0.0521143 	296.059
0.0542857 	296.315
0.0564571 	296.583
0.0586286 	296.873
0.0608 	297.202
0.0629714 	297.594
0.0651429 	298.088
0.0673143 	298.771
0.0694857 	299.868
0.0716571 	301.784
0.0738286 	304.572
0.076 	307.75
