0 	288.15
0.00217143 	289.497
0.00434286 	290.789
0.00651429 	291.856
0.00868571 	292.55
0.0108571 	292.942
0.0130286 	293.181
0.0152 	293.347
0.0173714 	293.474
0.0195429 	293.582
0.0217143 	293.681
0.0238857 	293.777
0.0260571 	293.876
0.0282286 	293.982
0.0304 	294.096
0.0325714 	294.222
0.0347429 	294.358
0.0369143 	294.505
0.0390857 	294.663
0.0412571 	294.831
0.0434286 	295.009
0.0456 	295.198
0.0477714 	295.398
0.0499429 	295.608
0.0521143 	295.827
0.0542857 	296.056
0.0564571 	296.298
0.0586286 	296.564
0.0608 	296.871
0.0629714 	297.24
0.0651429 	297.714
0.0673143 	298.385
0.0694857 	299.487
0.0716571 	301.46
0.0738286 	304.386
0.076 	307.75
