0 	0 	0 	0
0.00217143 	5.18813e-05 	-0.0700708 	-8.54387e-09
0.00434286 	7.89486e-05 	-0.105917 	2.37969e-05
0.00651429 	0.000164223 	-0.116288 	0.000143556
0.00868571 	0.000336743 	-0.111039 	0.000376349
0.0108571 	0.00055983 	-0.0995507 	0.000640655
0.0130286 	0.000799642 	-0.0866978 	0.000872775
0.0152 	0.00105245 	-0.073793 	0.00105407
0.0173714 	0.00132109 	-0.0612748 	0.00118159
0.0195429 	0.0016014 	-0.0495422 	0.00125917
0.0217143 	0.00188856 	-0.0388395 	0.00129756
0.0238857 	0.00217958 	-0.0292824 	0.00130969
0.0260571 	0.00247259 	-0.0208733 	0.00130659
0.0282286 	0.00276503 	-0.0135139 	0.00129536
0.0304 	0.00305166 	-0.00703298 	0.00128
0.0325714 	0.00332898 	-0.00123219 	0.00126256
0.0347429 	0.0035916 	0.00393196 	0.00124472
0.0369143 	0.00383949 	0.00867925 	0.00122665
0.0390857 	0.00406946 	0.0132183 	0.00120762
0.0412571 	0.00427349 	0.0175341 	0.00118778
0.0434286 	0.00444827 	0.021738 	0.00116707
0.0456 	0.0045864 	0.0259969 	0.00114546
0.0477714 	0.00467769 	0.0305572 	0.00112359
0.0499429 	0.00470175 	0.0356726 	0.00109496
0.0521143 	0.00463633 	0.0415489 	0.0010518
0.0542857 	0.00446128 	0.048396 	0.000994885
0.0564571 	0.00414921 	0.0565502 	0.000933947
0.0586286 	0.00367676 	0.0666614 	0.000885207
0.0608 	0.0031583 	0.0798984 	0.000869714
0.0629714 	0.00282309 	0.0979491 	0.000885934
0.0651429 	0.00261716 	0.122346 	0.000885576
0.0673143 	0.00235472 	0.152468 	0.000792351
0.0694857 	0.00190263 	0.182096 	0.00059174
0.0716571 	0.00132957 	0.192682 	0.000390665
0.0738286 	0.000685881 	0.148344 	0.000230318
0.076 	0 	0 	0
