0 	288.15
0.00217143 	289.732
0.00434286 	291.259
0.00651429 	292.658
0.00868571 	293.828
0.0108571 	294.708
0.0130286 	295.291
0.0152 	295.601
0.0173714 	295.703
0.0195429 	295.69
0.0217143 	295.636
0.0238857 	295.576
0.0260571 	295.525
0.0282286 	295.489
0.0304 	295.47
0.0325714 	295.469
0.0347429 	295.485
0.0369143 	295.52
0.0390857 	295.573
0.0412571 	295.643
0.0434286 	295.732
0.0456 	295.838
0.0477714 	295.963
0.0499429 	296.108
0.0521143 	296.272
0.0542857 	296.456
0.0564571 	296.662
0.0586286 	296.898
0.0608 	297.18
0.0629714 	297.533
0.0651429 	298
0.0673143 	298.68
0.0694857 	299.812
0.0716571 	301.783
0.0738286 	304.591
0.076 	307.75
