0 	0 	0 	0
0.00217143 	0.000548711 	-0.0883189 	0.000251979
0.00434286 	0.000464674 	-0.119632 	0.000567254
0.00651429 	0.00010262 	-0.116394 	0.00103781
0.00868571 	-8.82121e-05 	-0.10179 	0.00143637
0.0108571 	-0.000213407 	-0.0860701 	0.00165994
0.0130286 	-0.000352372 	-0.0704421 	0.00176988
0.0152 	-0.000507297 	-0.0543346 	0.00181011
0.0173714 	-0.00067678 	-0.0375438 	0.00179673
0.0195429 	-0.00084317 	-0.0204726 	0.00174265
0.0217143 	-0.00098691 	-0.00396151 	0.00166356
0.0238857 	-0.00112252 	0.0111386 	0.00157611
0.0260571 	-0.00128189 	0.0239127 	0.00149298
0.0282286 	-0.00146378 	0.0338768 	0.00141
0.0304 	-0.00165853 	0.0414722 	0.00131934
0.0325714 	-0.00186233 	0.0471373 	0.00122158
0.0347429 	-0.00206666 	0.0510283 	0.00111901
0.0369143 	-0.00226715 	0.0532161 	0.00101737
0.0390857 	-0.0024553 	0.0538144 	0.000919031
0.0412571 	-0.00262147 	0.0529617 	0.000822478
0.0434286 	-0.00275732 	0.0507447 	0.000725571
0.0456 	-0.00285768 	0.0472617 	0.000618772
0.0477714 	-0.0029093 	0.0427379 	0.000483853
0.0499429 	-0.00289491 	0.0375687 	0.000304706
0.0521143 	-0.0028497 	0.0322837 	8.13638e-05
0.0542857 	-0.0028335 	0.0277612 	-0.000174479
0.0564571 	-0.00287011 	0.0253978 	-0.000445817
0.0586286 	-0.00292627 	0.0270233 	-0.000725947
0.0608 	-0.00283692 	0.034747 	-0.00099446
0.0629714 	-0.00254139 	0.0505634 	-0.00121027
0.0651429 	-0.00199904 	0.0753692 	-0.00132832
0.0673143 	-0.00104663 	0.10686 	-0.00128037
0.0694857 	-3.38677e-05 	0.138071 	-0.0010603
0.0716571 	0.000948581 	0.152725 	-0.000722277
0.0738286 	0.00126688 	0.120364 	-0.000302261
0.076 	0 	0 	0
