0 	288.15
0.00217143 	289.662
0.00434286 	290.964
0.00651429 	291.83
0.00868571 	292.293
0.0108571 	292.551
0.0130286 	292.715
0.0152 	292.823
0.0173714 	292.895
0.0195429 	292.941
0.0217143 	292.968
0.0238857 	292.983
0.0260571 	292.991
0.0282286 	292.995
0.0304 	292.997
0.0325714 	292.998
0.0347429 	293
0.0369143 	293
0.0390857 	293.001
0.0412571 	293.001
0.0434286 	293.003
0.0456 	293.007
0.0477714 	293.014
0.0499429 	293.028
0.0521143 	293.055
0.0542857 	293.106
0.0564571 	293.201
0.0586286 	293.361
0.0608 	293.601
0.0629714 	293.956
0.0651429 	294.539
0.0673143 	295.593
0.0694857 	297.476
0.0716571 	300.332
0.0738286 	303.886
0.076 	307.75
