0 	0 	0 	0
0.00217143 	0.0062709 	-0.0462142 	-0.00196166
0.00434286 	0.00509344 	-0.0569907 	-0.00287303
0.00651429 	0.000255804 	-0.0467663 	-0.00244964
0.00868571 	-0.00293419 	-0.0289487 	-0.00115358
0.0108571 	-0.00283083 	-0.0126782 	0.000332551
0.0130286 	-0.000758396 	-0.000872293 	0.0015803
0.0152 	0.00104269 	0.0069173 	0.0024578
0.0173714 	0.00216869 	0.0117063 	0.00298835
0.0195429 	0.00298982 	0.0141045 	0.00320507
0.0217143 	0.00371715 	0.0143297 	0.00312149
0.0238857 	0.00441581 	0.0126997 	0.00276985
0.0260571 	0.00504863 	0.00962599 	0.00220159
0.0282286 	0.00554274 	0.00563553 	0.00149166
0.0304 	0.00583327 	0.00142767 	0.000748885
0.0325714 	0.00590049 	-0.00231176 	8.69053e-05
0.0347429 	0.00578664 	-0.00527618 	-0.000439566
0.0369143 	0.00552177 	-0.00720403 	-0.000777996
0.0390857 	0.0051718 	-0.00785541 	-0.000878138
0.0412571 	0.00481183 	-0.00721281 	-0.000726395
0.0434286 	0.004503 	-0.00542645 	-0.000342557
0.0456 	0.0043102 	-0.00276294 	0.000227303
0.0477714 	0.00426006 	0.000315141 	0.000894108
0.0499429 	0.00434679 	0.00340147 	0.00158171
0.0521143 	0.00453084 	0.00610946 	0.00220952
0.0542857 	0.00474826 	0.00801246 	0.00267027
0.0564571 	0.00492634 	0.00898566 	0.00289606
0.0586286 	0.00499518 	0.00923374 	0.00284917
0.0608 	0.00487661 	0.00939887 	0.00250853
0.0629714 	0.00462232 	0.0106333 	0.00190946
0.0651429 	0.00468319 	0.0150994 	0.00106003
0.0673143 	0.00559246 	0.0262628 	-9.4362e-05
0.0694857 	0.00580973 	0.0474415 	-0.00141667
0.0716571 	0.00313273 	0.0733678 	-0.00225949
0.0738286 	-0.00014703 	0.0764747 	-0.00171659
0.076 	0 	0 	0
