0 	288.15
0.00217143 	289.068
0.00434286 	289.926
0.00651429 	290.592
0.00868571 	291.015
0.0108571 	291.288
0.0130286 	291.495
0.0152 	291.678
0.0173714 	291.858
0.0195429 	292.039
0.0217143 	292.219
0.0238857 	292.393
0.0260571 	292.559
0.0282286 	292.718
0.0304 	292.869
0.0325714 	293.016
0.0347429 	293.161
0.0369143 	293.308
0.0390857 	293.461
0.0412571 	293.629
0.0434286 	293.817
0.0456 	294.035
0.0477714 	294.288
0.0499429 	294.582
0.0521143 	294.924
0.0542857 	295.314
0.0564571 	295.757
0.0586286 	296.253
0.0608 	296.796
0.0629714 	297.381
0.0651429 	298.029
0.0673143 	298.84
0.0694857 	300.048
0.0716571 	302.016
0.0738286 	304.729
0.076 	307.75
